come across , 37 , 1.2062e-05 , 0.0068168 , 111.58 , 7.9727 , 3.7721
come at , 55 , 2.3472e-05 , 0.0057461 , 9.8792 , 3.8099 , 0.55108
come back , 410 , 0.00020277 , 0.089506 , 3273.1 , 34.553 , 5.6191
come down , 252 , 9.2908e-05 , 0.037418 , 950.01 , 22.449 , 4.0658
come down from , 25 , 1.141e-05 , 0.0046387 , 0.0 , 8.3568 , 9.7352
come down on , 5 , 2.282e-06 , 0.00069302 , 0.0 , 3.697 , 6.3877
come down to , 41 , 1.467e-05 , 0.0016394 , 0.0 , 9.4083 , 6.9172
come from , 212 , 8.867e-05 , 0.031212 , 727.28 , 21.249 , 3.4908
come in , 284 , 0.00015371 , 0.02102 , 558.9 , 23.293 , 2.05
come into , 225 , 6.0635e-05 , 0.024245 , 481.96 , 17.485 , 3.4199
come now , 14 , 1.0595e-05 , 0.0041392 , 9.2039 , 3.4593 , 0.80863
come on , 70 , 5.3789e-05 , 0.01315 , 149.14 , 12.743 , 1.7441
come out , 300 , 0.00014751 , 0.048388 , 1476.5 , 28.198 , 3.996
come to , 1705 , 0.0005418 , 0.043091 , 3564.1 , 50.044 , 2.9215
come to that , 4 , 4.5639e-06 , 0.00038376 , 0.0 , 4.4184 , 2.5994
come up , 381 , 0.00011882 , 0.038276 , 1033.0 , 24.816 , 3.6281
come up to , 97 , 2.7057e-05 , 0.00289 , 0.0 , 12.784 , 7.0077
cover in , 3 , 6.5199e-07 , 0.00011351 , 3.3739 , -2.599 , -1.2013
cover with , 266 , 4.4172e-05 , 0.013456 , 744.95 , 16.146 , 5.7006
covered with , 9 , 1.63e-06 , 0.00050641 , 31.039 , 3.1114 , 5.9583
cry out , 180 , 4.3683e-05 , 0.023148 , 439.77 , 15.368 , 4.0293
depend on , 57 , 2.1516e-05 , 0.0087054 , 511.23 , 11.408 , 7.1516
die for , 17 , 6.8459e-06 , 0.001835 , 15.534 , 4.1196 , 1.4567
die of , 62 , 2.6732e-05 , 0.0030249 , 106.12 , 9.8951 , 2.1372
do no good , 1 , 2.7709e-06 , 0.0007706 , 0.0 , 4.0821 , 6.6533
do with , 358 , 8.867e-05 , 0.01358 , 104.23 , 12.112 , 1.0567
do you know , 18 , 5.1833e-05 , 0.008601 , 0.0 , 17.781 , 8.4286
down on , 751 , 0.00012388 , 0.037485 , 1196.3 , 25.713 , 3.8932
drinking water , 1 , 1.63e-07 , 0.00067159 , 4.0623 , 0.9738 , 5.2541
dying of , 5 , 8.1498e-07 , 9.4062e-05 , 7.9897 , 2.0036 , 3.2661
each other , 873 , 0.0001423 , 0.20241 , 3901.5 , 29.463 , 8.4608
eat up , 15 , 1.3203e-05 , 0.0077963 , 101.72 , 8.1046 , 3.3293
emerge from , 7 , 6.3569e-06 , 0.0052416 , 159.67 , 6.2152 , 7.7136
enter into , 16 , 8.8018e-06 , 0.0093523 , 123.13 , 7.1327 , 5.0897
even a , 153 , 4.0912e-05 , 0.0033334 , 65.565 , 9.1345 , 1.2398
express train , 2 , 4.8899e-07 , 0.0074442 , 11.648 , 1.7176 , 6.9068
eye to , 26 , 1.9397e-05 , 0.0016866 , 4.9403 , -2.9116 , -0.34131
fade away , 10 , 3.4229e-06 , 0.0055003 , 65.901 , 4.5292 , 6.4228
fairy tale , 20 , 7.4979e-06 , 0.041971 , 190.13 , 6.7587 , 8.1652
feel good , 8 , 2.445e-06 , 0.0023401 , 8.6206 , 2.7476 , 1.7831
find out , 444 , 0.00012388 , 0.059349 , 1704.0 , 26.721 , 5.0239
first come , 22 , 7.3349e-06 , 0.0036124 , 17.241 , 4.34 , 1.5022
first night , 26 , 4.2379e-06 , 0.0055126 , 26.903 , 4.3886 , 2.8434
fond of , 567 , 9.3071e-05 , 0.01068 , 1810.5 , 23.426 , 5.6686
for example , 10 , 2.119e-06 , 0.000594 , 20.255 , 3.3156 , 3.6366
for fun , 45 , 7.4979e-06 , 0.0020662 , 46.86 , 5.8367 , 2.8424
for it , 1421 , 0.00024841 , 0.025904 , 558.35 , 25.552 , 1.5334
for once , 87 , 1.7441e-05 , 0.0044255 , 46.099 , 7.0913 , 1.669
for the first time , 171 , 3.5859e-05 , 0.0026537 , 0.0 , 14.832 , 16.287
for the world , 34 , 5.5419e-06 , 0.00031976 , 0.0 , 5.655 , 5.0501
for you , 1425 , 0.00023618 , 0.029497 , 758.11 , 27.862 , 1.8995
fresh water , 16 , 2.608e-06 , 0.0091612 , 44.95 , 3.9321 , 5.8806
from afar , 28 , 4.8899e-06 , 0.0040312 , 112.94 , 5.442 , 7.2799
from time to time , 49 , 1.0758e-05 , 0.0015433 , 0.0 , 8.1239 , 15.948
gather in , 25 , 5.5419e-06 , 0.00096719 , 24.623 , 4.5865 , 2.2282
gaze at , 63 , 2.3472e-05 , 0.0094296 , 415.52 , 11.806 , 5.9509
get away , 34 , 3.2925e-05 , 0.020294 , 297.59 , 13.149 , 3.7404
get back to , 28 , 1.2877e-05 , 0.0015346 , 0.0 , 8.8494 , 7.8416
get out , 143 , 7.0252e-05 , 0.028902 , 604.49 , 19.061 , 3.6109
get stick , 5 , 9.7798e-07 , 0.00089213 , 4.0164 , 1.6378 , 1.5934
get stuck , 2 , 4.8899e-07 , 0.00047954 , 8.7657 , 1.6863 , 5.2417
get to , 187 , 0.0001141 , 0.0095435 , 210.69 , 16.143 , 1.3591
give it to , 82 , 3.2925e-05 , 0.002793 , 0.0 , 14.051 , 6.4575
give way , 51 , 1.4181e-05 , 0.010958 , 97.801 , 8.2361 , 3.0954
give way to , 6 , 3.4229e-06 , 0.00041971 , 0.0 , 4.534 , 6.5591
glance at , 149 , 4.2216e-05 , 0.016801 , 775.97 , 15.861 , 6.1103
go away , 230 , 0.00014393 , 0.053333 , 1884.5 , 28.668 , 4.8267
go back , 365 , 0.00013431 , 0.049309 , 1677.4 , 27.576 , 4.6682
go back to , 192 , 8.3128e-05 , 0.0091264 , 0.0 , 22.552 , 9.4904
go down , 226 , 0.00010904 , 0.037072 , 1068.9 , 24.18 , 3.9401
go far , 21 , 1.7767e-05 , 0.0076091 , 124.93 , 9.2492 , 3.1318
go for , 67 , 2.8198e-05 , 0.0049926 , 1.9625 , -0.72931 , -0.077856
go off , 36 , 4.515e-05 , 0.017846 , 391.64 , 15.294 , 3.625
go on , 397 , 0.0003035 , 0.066719 , 2944.9 , 40.228 , 3.8837
go out , 104 , 0.00016854 , 0.048058 , 1591.6 , 29.897 , 3.8316
go round , 53 , 2.119e-05 , 0.0089356 , 152.39 , 10.147 , 3.1838
go to , 1380 , 0.00099249 , 0.076159 , 8479.4 , 70.832 , 3.4381
go to bed , 114 , 6.3569e-05 , 0.0072223 , 0.0 , 19.739 , 10.989
go to it , 9 , 2.9339e-06 , 0.00023082 , 0.0 , 2.6445 , 1.4086
golden hair , 62 , 1.0432e-05 , 0.043331 , 240.35 , 7.9577 , 7.5615
good and , 209 , 4.0097e-05 , 0.0023636 , 12.042 , -5.2959 , -0.4197
good evening , 9 , 1.0432e-05 , 0.010881 , 127.64 , 7.6746 , 4.6198
good for , 165 , 4.7269e-05 , 0.010776 , 164.5 , 12.771 , 1.9997
good look , 26 , 9.6168e-06 , 0.0049647 , 19.456 , 4.7445 , 1.3872
good reputation , 1 , 3.2599e-07 , 0.00038952 , 5.0409 , 1.3308 , 4.0829
grow up , 104 , 6.1939e-05 , 0.035473 , 903.96 , 18.983 , 5.254
gust of wind , 20 , 3.7489e-06 , 0.00063906 , 0.0 , 4.7958 , 16.602
hammer in , 2 , 6.5199e-07 , 0.00011467 , 3.7655 , 1.4549 , 1.8755
happen on , 10 , 2.445e-06 , 0.00092322 , 2.1396 , 0.88225 , 0.37295
have to , 1492 , 0.00049584 , 0.028903 , 412.91 , 24.9 , 0.86633
heart skip a beat , 2 , 3.2599e-07 , 5.2998e-05 , 0.0 , 1.4142 , 22.826
heavy body , 4 , 6.5199e-07 , 0.0051086 , 11.219 , 1.9505 , 5.3373
here and there , 133 , 2.3961e-05 , 0.0019762 , 0.0 , 12.072 , 7.8683
hold it , 94 , 2.8687e-05 , 0.0045765 , 130.6 , 10.654 , 2.3442
home today , 3 , 4.8899e-07 , 0.00098879 , 5.0046 , 1.5266 , 3.076
impose on , 3 , 8.1498e-07 , 0.00033147 , 12.894 , 2.1658 , 4.9913
in a hurry , 131 , 2.1353e-05 , 0.0018108 , 0.0 , 11.417 , 8.6247
in case of , 25 , 4.2379e-06 , 0.00044192 , 0.0 , 5.0778 , 7.9061
in hand , 141 , 2.3146e-05 , 0.0037332 , 24.442 , 5.8118 , 0.96498
in midair , 1 , 1.63e-07 , 2.8707e-05 , 5.6268 , 0.98864 , 6.4604
in order , 308 , 5.33e-05 , 0.0091939 , 609.71 , 17.163 , 4.2959
in peace , 121 , 1.9723e-05 , 0.0034454 , 220.77 , 10.411 , 4.222
in question , 12 , 2.445e-06 , 0.00042406 , 1.9966 , 0.71813 , 0.29587
in response , 9 , 1.467e-06 , 0.00025819 , 17.183 , 2.8221 , 4.0758
in silence , 136 , 2.2983e-05 , 0.0040102 , 259.66 , 11.251 , 4.2513
in that , 935 , 0.00016267 , 0.014865 , 39.798 , 8.368 , 0.44396
in the form of , 11 , 1.793e-06 , 9.8082e-05 , 0.0 , 3.3152 , 11.173
in the middle , 407 , 7.3838e-05 , 0.0039688 , 0.0 , 21.269 , 10.452
in the middle of , 307 , 5.6886e-05 , 0.0031112 , 0.0 , 18.681 , 15.927
in the past , 30 , 5.2159e-06 , 0.00028017 , 0.0 , 5.5796 , 6.1937
in the same way , 36 , 6.0309e-06 , 0.00042151 , 0.0 , 6.0826 , 14.824
in the sand , 27 , 4.8899e-06 , 0.00026303 , 0.0 , 5.4414 , 7.2548
in the way , 124 , 2.119e-05 , 0.0011176 , 0.0 , 11.085 , 5.1691
in the world , 999 , 0.00016577 , 0.0088427 , 0.0 , 31.839 , 9.2774
in the wrong , 26 , 4.2379e-06 , 0.00022772 , 0.0 , 5.0252 , 6.1108
in time , 338 , 6.0961e-05 , 0.0092707 , 144.2 , 12.871 , 1.58
in time to , 105 , 1.7278e-05 , 0.0014797 , 0.0 , 10.03 , 5.2754
in turn , 52 , 1.0106e-05 , 0.0016736 , 2.8665 , 1.4953 , 0.30383
inside of , 65 , 1.0758e-05 , 0.0012334 , 51.097 , 6.5418 , 2.3602
instead of , 742 , 0.00013284 , 0.015185 , 2385.1 , 27.907 , 5.476
judge by , 3 , 3.4229e-06 , 0.0027417 , 46.1 , 4.4239 , 4.8519
just for fun , 12 , 2.282e-06 , 0.00078153 , 0.0 , 3.7391 , 10.505
just in time , 94 , 1.63e-05 , 0.0033371 , 0.0 , 9.9812 , 9.0559
just like that , 9 , 1.793e-06 , 0.00038077 , 0.0 , 3.2554 , 5.7586
just the same , 150 , 2.6243e-05 , 0.0017038 , 0.0 , 12.677 , 10.124
kind of , 690 , 0.00012942 , 0.014649 , 1604.7 , 26.876 , 4.4363
kind of thing , 5 , 1.63e-06 , 0.0002583 , 0.0 , 3.1476 , 7.7552
know of , 104 , 2.6243e-05 , 0.0026409 , 24.873 , -8.673 , -0.75149
laugh at , 277 , 9.356e-05 , 0.034495 , 1359.3 , 23.301 , 5.188
lead to , 15 , 2.4613e-05 , 0.0022266 , 110.57 , 9.7814 , 2.2933
lead up to , 2 , 1.956e-06 , 0.00023427 , 0.0 , 3.438 , 7.0498
lean on , 58 , 1.5322e-05 , 0.0061192 , 213.87 , 9.3985 , 5.0292
lean over , 2 , 9.9428e-06 , 0.011123 , 170.79 , 7.6833 , 5.9428
leaning on , 1 , 4.8899e-07 , 0.000199 , 9.5326 , 1.6952 , 5.5539
leave aside , 1 , 1.63e-07 , 0.0003661 , 2.183 , 0.70366 , 1.7547
leave for , 61 , 1.2714e-05 , 0.0032012 , 17.491 , 4.72 , 1.103
leave in , 92 , 1.6952e-05 , 0.0027817 , 14.732 , 4.5113 , 0.84262
leave to , 135 , 4.2542e-05 , 0.0037465 , 66.453 , 9.2395 , 1.224
left for , 13 , 2.119e-06 , 0.00059025 , 9.6496 , 2.7674 , 2.1049
left in , 5 , 9.7798e-07 , 0.0001712 , 1.8536 , 0.47922 , 0.31409
left to , 11 , 2.119e-06 , 0.00019309 , 2.3204 , 1.0267 , 0.48349
let go , 81 , 1.4344e-05 , 0.0057847 , 56.829 , 7.2632 , 2.1473
let go of , 22 , 3.7489e-06 , 0.00050473 , 0.0 , 4.7241 , 6.0625
lie in , 77 , 2.5591e-05 , 0.0044084 , 184.05 , 11.116 , 3.1477
light up , 11 , 1.2388e-05 , 0.0075322 , 106.72 , 7.9954 , 3.5931
little boy , 181 , 4.1238e-05 , 0.021237 , 394.75 , 14.832 , 3.8888
little fellow , 121 , 2.2168e-05 , 0.014042 , 309.72 , 11.319 , 5.0862
live in , 286 , 0.00010627 , 0.017831 , 1112.7 , 23.993 , 4.0505
live on , 59 , 2.608e-05 , 0.0095232 , 191.86 , 11.303 , 3.2327
living on , 6 , 9.7798e-07 , 0.00039209 , 3.535 , 1.511 , 1.384
look after , 169 , 4.515e-05 , 0.027157 , 480.77 , 15.736 , 4.1966
look around , 41 , 1.5811e-05 , 0.012786 , 202.06 , 9.4889 , 4.7739
look at , 790 , 0.00038712 , 0.10885 , 5634.1 , 47.369 , 5.1583
look for , 272 , 9.6494e-05 , 0.020701 , 514.63 , 20.365 , 2.6171
looked at , 1 , 8.1498e-07 , 0.00033239 , 15.653 , 2.1966 , 5.8248
lose in , 91 , 1.4833e-05 , 0.0025363 , 50.53 , 7.0515 , 1.939
lose on , 10 , 1.63e-06 , 0.0006206 , 1.7402 , -0.0843 , -0.037956
lying in , 4 , 8.1498e-07 , 0.00014344 , 7.6806 , 1.9923 , 3.1974
made of , 4 , 6.5199e-07 , 7.5252e-05 , 6.4665 , 1.7748 , 3.1507
make of , 222 , 4.7269e-05 , 0.0048431 , 7.374 , 3.3204 , 0.3129
move about , 16 , 6.8459e-06 , 0.0070476 , 79.397 , 6.1778 , 4.4189
my eye , 37 , 4.0586e-05 , 0.0184 , 327.92 , 14.344 , 3.4579
my foot , 34 , 1.9397e-05 , 0.010332 , 170.92 , 10.046 , 3.6605
my life , 461 , 7.7098e-05 , 0.039253 , 1110.7 , 21.155 , 5.1953
next to , 61 , 1.1736e-05 , 0.0010498 , 2.1225 , 0.89717 , 0.16122
no end , 64 , 1.0758e-05 , 0.0074513 , 88.299 , 7.3918 , 3.4718
no good , 111 , 3.5533e-05 , 0.017076 , 243.56 , 13.038 , 3.0963
no harm , 144 , 2.5102e-05 , 0.019417 , 528.13 , 12.304 , 6.8692
no long , 79 , 1.3855e-05 , 0.0073878 , 54.834 , 7.1385 , 2.1474
no longer , 490 , 8.0684e-05 , 0.061468 , 2148.6 , 22.162 , 8.0048
no use , 390 , 6.5851e-05 , 0.044342 , 1099.0 , 19.741 , 5.807
north pole , 2 , 1.141e-06 , 0.028169 , 38.095 , 2.6432 , 10.007
nose up , 6 , 9.7798e-07 , 0.00063115 , 2.8695 , 1.2792 , 1.0656
not at all , 157 , 3.1784e-05 , 0.0068256 , 0.0 , 13.92 , 8.3012
not much , 138 , 2.7383e-05 , 0.0095181 , 123.46 , 10.418 , 2.3492
nothing like , 27 , 5.5419e-06 , 0.0040189 , 20.541 , 4.368 , 1.9949
now that , 295 , 6.2754e-05 , 0.010137 , 165.48 , 13.528 , 1.6872
occur to , 121 , 2.2005e-05 , 0.0020083 , 326.6 , 11.21 , 4.8296
of a kind , 10 , 1.63e-06 , 0.00011786 , 0.0 , 2.886 , 3.5169
of course , 1153 , 0.00037196 , 0.041941 , 7348.6 , 46.851 , 5.6988
of it , 2863 , 0.00052599 , 0.035791 , 937.68 , 34.227 , 1.331
on earth , 177 , 2.9013e-05 , 0.011441 , 424.49 , 12.982 , 5.2114
on top , 77 , 1.2714e-05 , 0.0049974 , 123.03 , 8.2316 , 3.8793
on top of , 62 , 1.0269e-05 , 0.0013746 , 0.0 , 7.9257 , 9.4223
once upon a time , 54 , 3.9771e-05 , 0.0058614 , 0.0 , 15.62 , 20.607
one day , 580 , 0.00015631 , 0.067829 , 2203.8 , 30.067 , 5.1032
out of , 5037 , 0.00083161 , 0.082533 , 9128.9 , 67.22 , 4.0851
out of pocket , 2 , 3.2599e-07 , 4.8295e-05 , 0.0 , 1.3934 , 6.0833
pain of death , 9 , 1.467e-06 , 0.00024977 , 0.0 , 2.9993 , 12.047
pile up , 10 , 3.7489e-06 , 0.0024993 , 44.41 , 4.5708 , 4.4138
play with , 211 , 5.2811e-05 , 0.015574 , 642.89 , 17.235 , 4.5567
pluck up , 17 , 4.8899e-06 , 0.003292 , 82.38 , 5.3763 , 5.7622
pluck up courage , 6 , 1.141e-06 , 0.001127 , 0.0 , 2.6457 , 17.542
point out , 15 , 1.1573e-05 , 0.0076628 , 133.41 , 8.0304 , 4.4122
pour out , 15 , 1.3855e-05 , 0.0096214 , 275.64 , 9.1223 , 6.5669
prepare for , 24 , 1.9397e-05 , 0.0053988 , 286.81 , 10.609 , 5.1851
preparing for , 3 , 4.8899e-07 , 0.00013753 , 14.626 , 1.7197 , 7.1358
pretend to , 56 , 4.4824e-05 , 0.0040828 , 630.09 , 15.942 , 4.6928
pull out , 9 , 1.6952e-05 , 0.011323 , 242.79 , 9.916 , 5.1762
pull up , 34 , 1.0758e-05 , 0.0069273 , 126.23 , 7.756 , 4.4642
put down , 69 , 1.304e-05 , 0.010512 , 98.656 , 8.0321 , 3.2936
put out , 156 , 2.7546e-05 , 0.015253 , 239.51 , 11.954 , 3.6358
reign over , 3 , 2.608e-06 , 0.0030467 , 49.539 , 3.9488 , 6.288
reply to , 11 , 8.6388e-06 , 0.00077559 , 1.7394 , -0.070581 , -0.01392
reveal to , 19 , 3.2599e-06 , 0.00029777 , 25.039 , 3.9487 , 3.0948
rid of , 180 , 2.9828e-05 , 0.0034316 , 424.33 , 13.049 , 4.8199
rise up , 18 , 2.1679e-05 , 0.013536 , 280.43 , 11.121 , 4.8097
run away , 323 , 9.5516e-05 , 0.098388 , 1935.1 , 23.983 , 6.7548
sand dune , 1 , 2.119e-06 , 0.062954 , 97.367 , 3.6051 , 13.118
sat down , 2 , 4.8899e-07 , 0.00056861 , 5.9868 , 1.5958 , 3.6686
say about , 33 , 1.5485e-05 , 0.0038926 , 6.2966 , 2.88 , 0.50529
see through , 6 , 4.8899e-06 , 0.0031523 , 11.681 , 3.4999 , 1.4699
see to , 97 , 2.2983e-05 , 0.001897 , 55.79 , -14.711 , -1.1628
see to it , 13 , 2.282e-06 , 0.0001886 , 0.0 , 2.7234 , 1.8776
see to it that , 4 , 8.1498e-07 , 6.9613e-05 , 0.0 , 2.2181 , 6.9615
set off , 182 , 3.0643e-05 , 0.044587 , 542.46 , 13.516 , 6.1306
set out , 449 , 8.0032e-05 , 0.048088 , 1344.6 , 21.767 , 5.8219
sit down , 871 , 0.0002057 , 0.15862 , 4495.6 , 35.262 , 7.0791
sit in , 175 , 7.5957e-05 , 0.012399 , 479.12 , 18.694 , 2.8997
sit on , 346 , 0.0001141 , 0.039286 , 1440.3 , 25.437 , 4.6957
sitting in , 3 , 1.63e-06 , 0.00028677 , 15.813 , 2.8965 , 3.5729
sitting on , 1 , 1.793e-06 , 0.00072821 , 25.781 , 3.207 , 4.9194
sketch out , 2 , 4.8899e-07 , 0.00034347 , 5.1902 , 1.541 , 3.1804
sleep on , 35 , 1.0595e-05 , 0.004056 , 63.362 , 6.8961 , 2.7894
so far , 347 , 6.2917e-05 , 0.025419 , 831.54 , 18.972 , 4.8625
so much , 1539 , 0.00025639 , 0.09093 , 4172.9 , 38.851 , 5.6127
so that , 1470 , 0.00024645 , 0.032867 , 1149.0 , 31.464 , 2.3896
so what , 19 , 4.0749e-06 , 0.0011583 , 18.787 , -9.0826 , -1.4939
sort of , 793 , 0.00017604 , 0.020053 , 3120.2 , 32.107 , 5.4421
speak for , 7 , 7.6609e-06 , 0.0020137 , 11.372 , 3.685 , 1.1125
speak to , 218 , 7.5631e-05 , 0.0067599 , 461.96 , 18.436 , 2.7944
speaking for , 2 , 3.2599e-07 , 9.1387e-05 , 2.0436 , 0.68013 , 0.94599
spoke to , 7 , 1.141e-06 , 0.00010424 , 5.4727 , 1.9429 , 1.9123
stand back , 5 , 2.445e-06 , 0.0025815 , 7.5686 , 2.6093 , 1.6158
start off , 11 , 1.7441e-05 , 0.030876 , 319.09 , 10.212 , 6.2872
stay in , 83 , 2.0864e-05 , 0.0035847 , 118.21 , 9.5612 , 2.6906
step back , 2 , 4.0749e-06 , 0.0053932 , 37.516 , 4.6143 , 3.6964
stir in , 10 , 4.2379e-06 , 0.00074238 , 24.174 , 4.2594 , 2.6025
stone wall , 96 , 1.6137e-05 , 0.077525 , 432.52 , 9.9233 , 8.5511
succeed in , 26 , 1.4833e-05 , 0.0026014 , 199.75 , 9.1894 , 4.7686
such a , 2684 , 0.00049926 , 0.040346 , 6606.3 , 52.89 , 4.4949
sweep out , 3 , 1.793e-06 , 0.0012411 , 15.594 , 2.9977 , 3.3784
swell up , 6 , 1.793e-06 , 0.001208 , 22.225 , 3.1624 , 4.4264
take advantage of , 10 , 5.3789e-06 , 0.00084042 , 0.0 , 5.7436 , 12.607
take away from , 2 , 1.467e-06 , 0.00080386 , 0.0 , 2.9889 , 8.0832
take for , 19 , 6.1939e-06 , 0.0013825 , 14.058 , -6.9277 , -1.0867
take heart , 20 , 5.3789e-06 , 0.0043087 , 22.63 , 4.4667 , 2.1684
take it , 328 , 0.00011931 , 0.017144 , 566.57 , 21.993 , 2.4179
take it away , 15 , 3.9119e-06 , 0.00077564 , 0.0 , 4.8651 , 7.1759
take out , 27 , 2.9828e-05 , 0.012752 , 148.79 , 11.155 , 2.5111
